n,muP,nuP,kappaP,dP
144,2.04678546224297,-0.065305347544543,-0.981480114698427,3770.05620512392
145,1.89668935925222,0.0559067508998266,-0.95259611015205,3816.65827393656
146,1.98447906319208,-0.0357715676768613,-0.948707495515223,3862.85448498882
147,1.94611381649458,0.0422207811118029,-0.988334597606385,3910.45791246659
148,2.01522098071714,-0.0511451820873822,-0.964075798629761,3958.36644581045
149,1.90696979544634,0.0404207150782757,-0.947390510524614,4005.66150546902
150,1.98582430987459,-0.0396057008799599,-0.946218608994626,4052.39879534135
151,1.91114839331542,0.0374332323910966,-0.948581625706518,4098.64407814287
152,2.0164157372357,-0.0508821756870847,-0.965533561548614,4145.31186648828
153,1.89734542898694,0.0574788136479316,-0.95482424263487,4191.76874757962
154,1.99739618637982,-0.0497128335824146,-0.947683352797407,4237.79255659916
155,1.93507816685174,0.0239491216316623,-0.959027288483402,4283.86572353569
156,1.96418009825222,-0.0114259436427334,-0.952754154609483,4329.72630484874
157,1.94516927179823,0.0154571297454203,-0.960626401543655,4375.72635931999
158,2.02539499917339,-0.0306641362400146,-0.994730862933373,4423.50942819833
159,1.91288431278416,0.0240603681789148,-0.936944680963073,4470.19240473678
160,1.95777496101242,0.00269345211418329,-0.960468413126606,4516.98770409369
161,1.98633738052882,-0.0245659009609059,-0.961771479567912,4563.98042577354
162,1.89456724255283,0.0449264813164533,-0.93949372386928,4610.02436010185
163,2.06143170906107,-0.0481580571093906,-1.01327365195168,4658.74089729798
164,1.97361356359044,0.0277919515746471,-1.00140551516509,4709.49951988953
165,2.00469695149029,-0.0246174189516515,-0.980079532538637,4761.25170394284
166,2.02941665680352,-0.00207911764691756,-1.0273375391566,4816.44808201095
167,1.92030200766288,0.0423102860632571,-0.962612293726141,4871.50109611614
168,1.99006589038554,-0.0363756054374007,-0.953690284948137,4925.99468671576
169,2.00169053030616,0.0222061085397187,-1.02389663884588,4983.79218149965
170,2.03054169905914,-0.0527407567075885,-0.977800942351555,5042.33716806396
171,1.80996143118127,0.0624873509670186,-0.872448782148284,5095.22463172406
172,2.02662835689267,-0.105862071576544,-0.920766285316128,5145.94825353506
173,1.95027758776619,0.0725618192225032,-1.0228394069887,5199.7806503763
174,2.02957747100861,-0.0295205774002003,-1.00005689360841,5255.64568740786
175,1.90986964793327,0.0567628880130584,-0.966632535946332,5311.55651947234
176,2.02161822515448,-0.0273135158422497,-0.994304709312233,5369.17054132078
177,1.9267542359936,0.0135618974618839,-0.94031613345548,5425.27268981412
178,1.90977964820222,0.00813887511082021,-0.917918523313044,5478.67967076201
179,2.04436045181313,-0.0775751662614058,-0.966785285551721,5532.35711453999
180,1.82101138630968,0.106811641494767,-0.927823027804447,5583.98129433719
181,2.17964801633224,-0.144189091313804,-1.03545892501844,5639.61566007128
182,1.92558234739987,0.0851529762192273,-1.01073532361909,5697.77286107328
183,1.99112458959232,-0.0258476991687373,-0.965276890423579,5755.90178780181
184,1.92565146636081,0.00176269645890366,-0.927414162819711,5811.73702918573
185,1.85411481005213,0.00816584785570609,-0.86228065790784,5861.73679267074
186,2.10603846450545,-0.0757880580352618,-1.03025040647018,5915.3551077891
187,1.7266580480781,0.148640298664037,-0.875298346742134,5964.01378841537
188,2.28224061786063,-0.271610677118351,-1.01062994074228,6015.47194855116
189,1.94898472060391,0.116005165271537,-1.06498988587545,6072.22335336214
190,1.81569683396192,-0.00121530848097494,-0.814481525480947,6120.26202095973
191,2.03110312681575,0.00607237649605436,-1.0371755033118,6172.11765333051
192,2.0142606853986,-0.0139730217176977,-1.0002876636809,6226.00246336877
193,1.80571563713332,0.0795266004535316,-0.885242237586851,6275.50928881611
194,2.11941304899199,-0.125237461201211,-0.994175587790783,6326.84717915387
195,2.01856045254834,0.029461251880676,-1.04802170442901,6382.66896293999
196,1.82923061998677,0.0500894767111499,-0.879320096697919,6433.58340987664
197,1.92077841000399,-0.00560677806474719,-0.915171631939245,6482.09964577894
198,2.01845391211128,-0.0585903040442534,-0.95986360806703,6530.68706893406
199,1.72125770156889,0.114426487293394,-0.835684188862287,6573.01206794393
200,2.28797647046582,-0.248529586664133,-1.03944688380169,6619.29463274211
