result:
nnodes | ntasks | space_size | timing_pat |  error_pat | niter_pat
-------+--------+------------+------------+------------+----------
     1 |      6 |          6 |     10.861 | 0.00019842 |       4.0
     1 |     12 |          6 |     5.9103 | 0.00019842 |       4.0
     1 |     24 |          6 |     3.4097 | 0.00019842 |       4.0
