result:
nnodes | ntasks | space_size | timing_pat |  error_pat | niter_pat
-------+--------+------------+------------+------------+----------
     1 |      4 |          4 |    53.0541 | 4.9601e-05 |       4.0
     1 |      8 |          4 |    30.1083 | 4.9601e-05 |       4.0
     1 |     16 |          4 |    19.4114 | 4.9601e-05 |       4.0
     1 |     24 |          4 |    13.7855 | 4.9601e-05 |       4.0
