result:
nnodes | ntasks | space_size | timing_pat |  error_pat | niter_pat
-------+--------+------------+------------+------------+----------
     1 |      6 |          1 |   136.7693 | 0.00019842 |     13.75
     1 |     12 |          2 |    66.9084 | 0.00019842 |      13.5
     1 |     24 |          4 |    38.5683 | 0.00019842 |     13.75
