result:
nnodes | ntasks | space_size | timing_pat |  error_pat | niter_pat
-------+--------+------------+------------+------------+----------
     1 |      2 |          1 |   285.9574 | 0.00019842 |     14.67
     1 |      4 |          2 |   166.7815 | 0.00019842 |     14.58
     1 |      8 |          4 |    91.4402 | 0.00019842 |     14.58
     1 |     12 |          6 |    70.9528 | 0.00019842 |     14.58
     1 |     24 |         12 |    43.5992 | 0.00019842 |     14.58
