result:
nnodes | ntasks | space_size | timing_pat |  error_pat | niter_pat
-------+--------+------------+------------+------------+----------
     1 |      1 |          1 |   152.6204 | 4.9601e-05 |       4.0
     1 |      2 |          2 |    87.2379 | 4.9601e-05 |       4.0
     1 |      4 |          4 |     53.273 | 4.9601e-05 |       4.0
     1 |      6 |          6 |     37.227 | 4.9601e-05 |       4.0
     1 |     12 |         12 |    23.6018 | 4.9601e-05 |       4.0
     1 |     24 |         24 |    17.3149 | 4.9601e-05 |       4.0
