result:
nnodes | ntasks | space_size | timing_pat |  error_pat | niter_pat
-------+--------+------------+------------+------------+----------
     1 |     24 |         24 |    17.3915 | 4.9601e-05 |       4.0
     2 |     24 |         24 |     9.3626 | 4.9601e-05 |       4.0
     4 |     24 |         24 |     5.4173 | 4.9601e-05 |       4.0
     6 |     24 |         24 |     4.1554 | 4.9601e-05 |       4.0
    12 |     24 |         24 |      3.202 | 4.9601e-05 |       4.0
    24 |     24 |         24 |     5.0058 | 4.9601e-05 |       4.0
